243	1990	32
118	6650	5
19036	6194	4
19141	2167	11
35661	2385	7
109	4082	1
33689	7458	18
316	6015	9
9	5017	17
652	6925	6
104	5934	19
12	3360	7
14	5068	10
2054	681	5
22443	4364	2
7527	3933	5
614	3572	12
106	1045	15
14	484	8
11496	2591	19
43462	485	11
4208	7082	5
1227	5912	6
6791	7981	6
1279	312	7
102	2115	4
38364	4531	6
11615	4033	9
7197	1990	15
104	5608	7
4285	9686	25
106	3571	10
384	7843	8
44174	5043	10
498	7479	1
2633	4418	0
1420	8591	11
5976	9167	7
41293	7867	16
108	6903	5
259	8919	10
17717	7786	16
5120	4134	21
3018	5035	8
1541	4686	18
12	5898	8
24588	9202	3
820	5409	0
2849	4665	13
6606	6223	16
120	7960	3
1537	7473	2
106	5370	13
43006	2868	18
389	2179	7
8	2144	8
2588	515	0
40424	8037	5
834	1566	19
105	4532	5
14	8183	23
11593	2902	1
104	9107	18
102	6069	7
104	2265	4
2262	8778	4
12060	6027	4
25003	4818	10
14	213	14
130	7194	11
14	8199	38
116	4571	4
1698	3091	3
263	7657	3
20737	836	6
12389	9071	12
17777	3410	17
121	4770	4
117	6458	13
5542	2225	2
16536	7038	1
7798	704	0
375	5248	26
117	9687	13
3799	165	3
1322	1768	0
12	6868	9
2977	6253	6
162	5847	6
139	1515	9
126	185	23
1920	8800	10
8131	2467	0
112	2139	6
150	623	5
3759	5123	11
231	8645	4
1001	6746	11
10289	1844	20
43649	6611	19
5035	5636	14
735	8316	2
107	9095	0
13729	8078	8
41685	8511	6
12	1974	18
38787	2879	11
102	9364	8
257	387	7
598	1108	3
165	9655	0
28614	5625	7
8314	3191	0
829	6440	24
103	8346	6
251	3740	5
103	6526	4
4086	6465	12
14	4860	24
267	3735	2
101	4374	8
330	6598	9
7184	1289	11
12817	7181	16
44226	217	2
12	858	12
14	8538	21
14	305	6
2	4333	21
101	4786	2
8519	4650	11
280	5351	5
243	4234	1
107	7597	0
111	903	6
30957	8167	19
102	4667	7
336	7936	20
24833	935	13
7089	333	1
14	2847	19
676	8922	18
37885	2368	1
665	5315	2
752	8888	25
12975	2698	1
1605	9703	2
409	7467	1
37174	4334	21
104	2966	22
6805	9483	3
2931	3753	6
7830	852	0
163	2135	17
42652	2759	33
14	5181	10
331	9152	7
27824	4042	7
14	7964	15
204	1163	7
1077	8341	2
105	1784	11
6701	990	13
8074	2185	0
8	9153	6
103	7770	10
459	1795	2
402	8623	7
1352	5126	10
258	3654	0
14	6677	13
17	6984	22
12	4959	2
104	9685	2
6719	859	3
1029	4801	6
2084	4495	7
276	4162	14
348	2392	22
102	4694	9
104	6039	7
485	5574	22
12	2994	13
6703	6239	4
2273	7768	14
101	2162	1
12877	4338	6
691	7192	17
6124	2554	4
5543	4406	15
115	4926	4
119	8261	3
12	8889	13
401	4552	18
435	3768	3
2622	2945	0
7049	8421	5
118	1056	30
235	503	4
134	3525	3
11175	7929	4
30260	4952	1
870	1643	26
344	2483	19
152	4387	2
453	3295	2
108	838	2
6300	4287	24
476	9210	9
102	8154	4
111	3686	5
16009	6903	1
38097	650	5
101	7415	11
2587	297	0
2121	1257	9
12	2421	13
2906	9088	12
102	4215	4
43363	9482	5
43960	8156	8
101	8608	33
216	8093	3
8547	5804	0
186	5318	1
1785	2650	28
4166	1599	16
2262	6849	13
14	5439	15
402	8654	8
12	2615	10
12	3577	8
38045	4156	20
12	4250	7
698	8424	1
2195	403	3
104	7475	5
29463	2740	9
453	9878	5
37240	6393	9
14	3064	10
41285	841	12
141	4063	0
129	9978	8
13018	9890	3
14	2589	22
601	5405	6
11553	5447	3
33621	2305	15
118	3586	10
105	2678	3
669	4494	0
12	6524	2
25220	9523	11
5301	6269	22
36204	5197	15
105	6238	1
13148	3408	12
829	8710	15
29508	409	7
14	4150	13
11000	3309	19
102	1266	14
24602	7316	4
20497	2992	0
2055	9427	3
3913	8221	8
28447	2176	22
4192	8638	19
8042	4740	5
28557	7491	24
605	314	1
121	5473	19
307	4765	1
22221	648	5
43697	8428	22
1919	3524	4
4268	8361	6
39670	8195	3
44480	2287	19
101	9233	12
6187	2825	15
28431	8418	15
12	4125	5
2580	3058	5
12	116	17
1737	1192	8
7634	981	7
135	3235	0
2941	8414	6
529	6566	5
26586	4177	13
131	9909	6
41400	1222	6
101	7134	16
105	7037	9
115	4347	1
9689	7927	12
11890	3705	1
1557	4388	2
105	6361	3
