202	1282	7	89.73
125	139	3	6.89
2749	12	3	9.81
1725	101	3	9.52
101	990	3	6.36
142	1081	5	49.55
12	188	18	25.48
12	139	80	219.19
2032	104	3	14.76
1106	977	3	41.74
107	1416	3	14.74
1752	106	6	42.13
173	200	7	54.64
471	559	3	32.7
101	363	17	63.65
105	229	5	8.16
105	281	5	10.61
12	2384	7	41.57
127	583	19	211.06
1512	12	3	6.34
229	537	4	39.24
602	289	5	55.61
142	327	3	18.14
568	110	3	14.19
2903	105	3	17.04
101	288	20	71.02
478	314	3	29.2
1425	101	3	8.22
290	108	12	65.94
3987	105	4	33.7
141	364	3	18.83
155	109	11	39.81
101	3867	4	27.45
407	1036	5	65.62
58	12	14	5.4
310	401	3	27.85
115	110	10	13.82
1308	103	8	51.75
129	131	3	7.05
147	110	3	4
2879	105	5	36.75
396	330	5	52.19
1704	14	3	5.65
2892	14	3	8.38
1064	1426	3	43.35
101	618	8	26.17
101	738	4	8.88
1233	12	4	9.32
104	2943	4	26.02
117	195	4	15.12
12	273	10	12.59
2128	101	5	23.92
114	377	3	13.11
776	14	18	97.77
2742	14	4	14.36
497	108	10	64.18
371	14	9	10.85
123	134	4	10.3
231	110	6	24.5
3288	101	4	22.51
139	101	12	3.92
150	2965	4	47.25
685	104	3	8.51
104	1204	9	62.2
209	424	4	36.04
5017	105	4	33.7
2558	833	4	63.98
106	517	17	116.38
1262	106	6	37.02
2680	14	3	8.38
12	112	446	2204.77
3603	105	5	42.13
101	888	5	15.16
101	1100	8	37.91
104	436	26	184.72
12	2730	4	16.33
147	153	8	48.84
4209	124	4	49.44
2165	1965	3	49.62
574	14	22	101.56
2141	103	7	52.54
2813	105	3	17.04
101	785	14	77.29
956	101	3	6.36
1238	103	3	11.86
3874	109	3	26.58
115	153	3	5.97
839	122	7	62.11
101	1472	9	55.33
770	136	3	23.14
101	5764	3	20.58
627	106	5	20.93
1217	14	3	4.03
3322	14	5	27.15
997	105	4	16.63
106	2500	3	17.29
124	1614	8	88.99
1312	108	5	35.11
107	352	9	39.92
101	335	7	11.91
107	504	6	26.29
200	479	4	37.08
131	493	11	104.89
107	163	6	9.64
12	696	6	12.09
4841	126	3	32.94
109	345	5	21.3
479	136	7	59.88
101	6021	3	20.58
141	276	3	17.11
182	223	3	19.64
141	200	4	21.84
1944	14	3	6.39
102	357	4	6.53
124	2753	3	28.77
757	12	4	5.78
104	3498	3	18.52
104	612	4	12.57
317	302	3	25.93
225	152	3	16.95
4393	102	4	31.24
107	429	3	7.98
116	252	3	10.83
107	1243	7	47.9
101	1525	5	20.78
335	132	3	17.31
930	2215	4	65.13
665	136	3	22.14
6752	105	3	25.27
2671	106	3	18.51
2906	14	4	14.36
155	531	4	33.69
182	14	27	44.76
107	1445	3	15.39
159	128	4	15.73
134	119	4	8.63
4301	12	3	13.42
2435	12	4	14.51
2523	101	5	26.07
105	150	6	4.16
644	408	4	46.12
12	2395	3	8.68
106	4416	3	22.28
146	184	4	21.84
928	108	5	31.23
2478	14	7	38.01
12	110	64	21.59
103	1605	7	46.41
101	1089	6	23.69
107	732	3	11.22
1446	108	3	17.99
2360	12	3	8.68
104	353	6	17.31
629	9	4	18.49
9	12	204	266.52
150	344	10	91.03
2072	106	4	24.68
103	125	19	26.26
101	1680	4	15.41
5073	108	3	30.11
2531	201	3	35.73
214	644	3	28.09
103	4861	3	20.61
221	102	7	11.56
167	121	3	8.95
114	240	3	10.07
501	278	6	66.99
106	267	9	32.68
101	768	3	5.35
104	249	6	13.02
1648	108	4	27.85
101	818	12	62.09
101	1947	4	16.62
1414	9	3	16.82
266	431	5	51.31
12	1349	4	10.07
103	482	17	103.26
209	337	3	23.58
3606	14	3	9.83
162	103	9	14.74
192	412	5	46.29
1338	1922	3	47.32
1514	14	3	5.03
244	180	4	29.37
1173	102	4	15.56
101	1006	4	11.35
12	256	7	4.22
2173	101	3	10.33
2289	106	3	17.29
402	171	13	142.94
157	110	3	5.14
2802	105	6	50.55
602	499	6	77.18
4725	105	4	33.7
3694	111	3	26.28
2625	2617	3	54.16
903	104	4	15.96
101	4772	4	27.45
1739	12	3	6.99
105	236	11	34.54
104	1855	3	13.92
165	2702	5	66.25
1843	101	4	15.41
3972	105	4	33.7
101	1119	5	17.51
1062	571	3	37.9
1617	233	4	48.21
102	379	4	7.05
187	251	48	690.05
858	105	16	127.31
103	1054	3	10.87
107	1155	6	37.14
525	101	4	6.31
1352	105	6	35.55
1180	108	6	43.68
102	336	5	9.48
408	12	6	6.35
8	241	3	5.46
455	645	3	33.56
104	719	17	126.05
1306	14	3	4.03
1004	108	4	23.53
101	237	19	54.9
101	108	49	8.7
105	104	203	428.48
956	3456	4	69.69
101	2714	4	19.94
384	12	15	40.54
101	345	8	15.88
6814	105	3	25.27
101	497	8	22.71
161	252	5	37.06
1565	731	3	41.67
113	1115	3	19.83
484	102	3	5.2
124	160	111	1342.85
151	128	6	25.86
176	119	4	14.37
112	265	26	217.48
768	136	4	33.41
3708	101	3	13.99
345	103	25	151.33
102	271	4	4.87
104	4538	4	33.59
101	302	17	55.53
107	449	6	24.99
107	585	5	21.61
109	126	7	9.81
101	816	3	5.66
667	9	3	12.63
1149	102	3	9.79
1635	105	8	57.46
114	143	5	12.08
2150	101	4	16.62
5745	106	3	26.75
209	334	3	23.58
162	106	8	15.18
450	108	11	70.43
113	1695	3	22.39
227	121	3	11.62
218	615	3	28.06
767	479	6	80
135	436	5	37.44
387	925	3	34.79
810	105	5	21.24
126	432	3	17.45
157	101	34	93.15
2556	105	6	44.84
1279	12	4	9.32
5879	12	3	17.82
12	259	53	292
6811	12	3	17.82
106	451	3	7.69
12	304	20	55.6
7264	105	3	25.27
12	101	349	43.77
12	168	105	591.03
5003	14	4	21.72
101	982	8	34.63
1831	105	9	75.84
731	14	6	10.06
103	185	43	239.66
101	1795	3	9.52
1002	136	4	35.72
4846	1400	4	77.67
120	412	10	77.81
12	5733	3	17.82
262	1465	4	49.81
115	186	4	13.3
3597	104	3	18.52
995	155	3	27.21
102	802	3	7.82
113	4211	3	29.32
1714	14	5	15.33
136	106	8	8.03
106	131	13	21.75
512	381	3	30.98
364	528	3	30.66
988	12	3	4.07
101	2445	4	18.08
101	2549	3	11.29
101	213	14	27.55
110	1277	3	18.92
101	317	13	36.03
131	292	13	112.31
12	856	9	30.79
330	8	3	7.32
2269	14	3	7.28
5342	101	3	20.58
6014	103	3	25.08
540	131	3	20.45
106	2120	3	16.29
104	3299	3	18.52
607	181	3	26.29
112	119	12	30.05
102	427	3	4.54
3000	113	4	37.46
3721	225	3	39.29
351	2059	3	38.59
12	1948	6	26.85
141	214	9	65.55
2169	105	8	67.41
133	458	5	38.02
102	6036	3	23.43
1795	106	8	65.11
105	212	5	7.37
600	103	3	7.64
146	123	7	28.82
181	5558	3	44.35
847	12	4	6.57
1455	231	3	33.9
103	2131	6	41.23
2003	14	3	6.39
191	171	19	188.16
1182	108	3	16.73
104	2076	6	41.46
3717	106	5	44.6
103	2295	3	15.64
2640	12	3	9.81
133	2999	4	44.62
597	1488	3	40.49
4974	12	3	13.42
101	188	29	92.18
130	1083	3	24.33
116	190	4	13.77
1481	12	4	10.93
133	276	8	59.8
485	103	14	77.4
12	4242	3	13.42
240	108	22	139.42
105	132	14	20.01
101	4923	4	27.45
1692	106	6	42.13
1190	14	3	4.03
481	12	5	5.56
2964	126	3	29.13
101	1365	7	33.88
142	1188	5	50.57
138	358	3	18.1
2105	14	3	6.39
774	3080	5	91.61
